LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,ClinchIndicator,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,LeagueRank,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedConferenceTitle,ClinchedDivisionTitle,ClinchedPlayoffBirth,EliminatedConference,EliminatedDivision,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,PreAS,PostAS
0,22016,1610612739,Cleveland,Cavaliers,East,35-17,2, - c,Central,8-Aug,1,51,31,0.622,0,51-31,31-10,20-21,6-Apr,4-Jun,7-Mar,4-Mar,4-Mar,25-15,9,W 9,3,W 3,6,4,-2,L 2,-2,L 2,-4,L 4,2,0,0,1,1,0,0,44-9,22-Jul,0-0,44-5,26-May,Feb-00,48-14,33-28,25-17,42-8,34-9,23-6,110,107,3,35-17,16-2,8-Aug,7-Nov,16-14,4-Jun,4-Jun,6-Apr,8-Jul,2-Sep,10-Jul,4-Mar,,,,,,Mar-00,3-Oct,4-Dec,39-16,15-Dec
0,22016,1610612761,Toronto,Raptors,East,34-18,3, - x,Atlantic,14-2,2,51,31,0.622,0,51-31,28-13,23-18,2-Aug,3-Jul,3-Jul,1-Mar,7-Aug,26-8,4,W 4,7,W 7,6,5,3,W 3,3,W 3,4,W 4,2,2,0,0,1,0,0,33-11,17-20,Jan-00,39-8,22-Dec,0-1,42-16,26-27,19-16,41-10,31-10,34-15,107,103,4,34-18,14-2,8-Oct,8-Oct,17-13,2-Aug,7-Mar,4-Jun,9-Aug,5-Jun,6-Oct,1-May,,,,,,1-Feb,5-Oct,4-Oct,33-24,18-7
0,22016,1610612745,Houston,Rockets,West,36-16,3, - x,Southwest,6-Oct,2,55,27,0.671,0,55-27,30-11,25-16,5-May,3-Jul,5-May,Mar-00,3-Aug,30-11,6,W 6,5,W 5,10,3,1,W 1,-1,L 1,1,W 1,12,6,0,0,1,0,0,43-7,19-Sep,1-Mar,50-8,18-May,0-1,53-24,37-27,20-20,41-2,33-7,24-12,115,110,6,19-11,2-Aug,5-May,4-Jun,36-16,13-5,13-5,6-Oct,7-Oct,3-Jun,6-Sep,2-Apr,,,,,,1-Feb,6-Sep,15-2,40-18,15-9
0,22016,1610612746,LA,Clippers,West,31-21,4, - x,Pacific,6-Oct,2,51,31,0.622,0,51-31,29-12,22-19,2-Aug,2-Aug,5-May,1-Jan,6-Mar,33-14,6,W 6,7,W 7,7,6,5,W 5,2,W 2,7,W 7,16,16,0,0,1,0,0,44-12,18-Jun,1-Jan,45-8,22-Apr,1-Feb,45-17,25-25,24-13,47-7,31-10,31-12,109,104,4,20-10,4-Jun,5-May,1-Sep,31-21,8-Oct,6-Oct,7-Nov,4-Aug,5-Jun,8-Oct,May-00,,,,,,Mar-00,5-Nov,9-Aug,35-21,16-10
0,22016,1610612764,Washington,Wizards,East,32-20,4, - se,Southeast,8-Aug,1,49,33,0.598,0,49-33,30-11,19-22,5-May,4-Jun,6-Apr,3-Apr,6-Sep,18-12,17,W 17,5,W 5,7,3,-1,L 1,-1,L 1,-1,L 1,4,0,0,1,1,0,0,30-10,16-21,2-Mar,36-5,27-Sep,1-Apr,46-24,33-30,21-19,37-7,24-13,25-14,109,107,2,32-20,6-Dec,6-Dec,8-Aug,17-13,4-Jun,2-Aug,7-Mar,4-Dec,3-Jul,7-Nov,3-Mar,,,,,,0-2,9-Jun,5-Oct,34-21,15-12
0,22016,1610612737,Atlanta,Hawks,East,30-22,5, - x,Southeast,10-Jun,2,43,39,0.524,0,43-39,23-18,20-21,4-Jun,4-Jun,7-Mar,May-00,8-Jul,17-21,4,W 4,5,W 5,7,7,4,W 4,-1,L 1,-1,L 1,10,6,0,0,1,0,0,30-5,13-33,0-1,34-7,31-Aug,1-Jan,37-11,18-33,20-20,36-4,29-14,20-14,103,104,-1,30-22,13-5,7-Nov,10-Jun,13-17,6-Apr,8-Feb,3-Jul,4-Nov,6-May,10-Jun,3-Apr,,,,,,Mar-00,9-Jul,7-Jul,32-24,15-Nov
0,22016,1610612762,Utah,Jazz,West,31-21,5, - nw,Northwest,8-Aug,1,51,31,0.622,0,51-31,29-12,22-19,3-Jul,1-Sep,7-Mar,1-Feb,4-Apr,23-10,9,W 9,-4,L 4,6,4,9,W 9,1,W 1,2,W 2,16,0,0,1,1,0,0,38-6,13-25,0-0,39-8,22-Sep,1-Mar,40-10,17-23,15-22,43-6,39-12,22-9,101,97,4,20-10,4-Jun,4-Jun,2-Aug,31-21,8-Aug,6-Dec,7-Nov,6-Sep,4-Jul,6-Oct,2-Apr,,,,,,2-Jan,6-Oct,5-Oct,35-22,16-9
0,22016,1610612760,Oklahoma City,Thunder,West,29-23,6, - x,Northwest,6-Oct,2,47,35,0.573,0,47-35,28-13,19-22,4-Jun,5-May,3-Jul,1-Apr,7-Dec,23-21,5,W 5,-7,L 7,6,4,-1,L 1,2,W 2,-1,L 1,20,4,0,0,1,0,0,34-8,25-Sep,2-Apr,33-4,13-31,Jan-00,42-18,24-32,19-21,38-2,40-22,16-13,107,106,1,18-12,1-Sep,6-Apr,5-May,29-23,6-Oct,10-Aug,7-Nov,8-Jul,4-Jul,7-Aug,3-Apr,,,,,,Mar-00,8-Sep,5-Sep,32-25,15-10
0,22016,1610612749,Milwaukee,Bucks,East,27-25,6, - x,Central,6-Oct,2,42,40,0.512,0,42-40,23-18,19-22,5-May,2-Aug,4-Jun,3-Jan,2-Aug,21-22,6,W 6,-7,L 7,6,5,1,W 1,-1,L 1,-1,L 1,11,9,0,0,1,0,0,30-6,Sep-31,3-Mar,34-5,Aug-34,0-1,34-17,18-36,17-20,35-10,22-10,23-20,104,104,0,27-25,8-Oct,6-Oct,11-Jul,15-15,6-Apr,3-Jul,6-Apr,10-May,6-May,14-4,4-Feb,,,,,,2-Jan,6-Jul,8-Aug,25-30,17-10
0,22016,1610612754,Indiana,Pacers,East,26-26,7, - x,Central,8-Aug,3,42,40,0.512,0,42-40,29-12,13-28,4-Jun,2-Aug,8-Feb,2-Apr,2-Apr,23-19,5,W 5,-8,L 8,7,6,3,W 3,2,W 2,5,W 5,11,9,0,0,1,0,0,30-10,28-Sep,2-Mar,37-7,Mar-33,Feb-00,35-23,20-35,19-21,37-9,23-9,27-14,105,105,0,26-26,10-Aug,8-Aug,8-Oct,16-14,5-May,4-Jun,5-May,4-Sep,7-Jun,10-Jun,1-May,,,,,,2-Jan,8-Aug,8-Jul,29-28,13-12
0,22016,1610612763,Memphis,Grizzlies,West,28-24,7, - x,Southwest,8-Aug,3,43,39,0.524,0,43-39,24-17,19-22,7-Mar,5-May,8-Feb,2-May,5-Jul,17-20,6,W 6,6,W 6,6,5,-2,L 2,-6,L 6,-2,L 2,24,18,0,0,1,0,0,30-10,29-Oct,Mar-00,33-6,Jul-33,Mar-00,31-17,30-Nov,19-23,34-6,26-15,26-23,100,100,0,15-15,5-May,5-May,5-May,28-24,7-Nov,9-Sep,8-Aug,7-Jul,4-Jul,9-Jun,5-Jan,,,,,,1-Feb,7-Sep,6-Nov,34-24,15-Sep
0,22016,1610612757,Portland,Trail Blazers,West,28-24,8, - x,Northwest,5-Nov,3,41,41,0.5,0,41-41,25-16,16-25,3-Jul,2-Aug,4-Jun,5-Apr,11-Jul,18-16,8,W 8,-8,L 8,6,6,-1,L 1,-2,L 2,-1,L 1,26,10,0,0,1,0,0,30-15,24-Nov,0-2,31-9,30-Sep,2-Jan,37-26,25-36,16-24,32-10,21-16,22-10,108,108,-1,13-17,5-May,7-Mar,5-May,28-24,5-Nov,9-Sep,10-Aug,7-Aug,7-Feb,13-3,3-Apr,,,,,,1-Feb,9-Aug,11-Apr,23-33,18-8
0,22016,1610612741,Chicago,Bulls,East,28-24,8, - x,Central,7-Sep,4,41,41,0.5,0,41-41,25-16,16-25,3-Jul,4-Jun,6-Apr,2-Feb,6-May,17-23,4,W 4,-6,L 6,4,5,4,W 4,-1,L 1,2,W 2,12,10,0,0,1,0,0,28-12,26-Nov,3-Feb,35-8,30-May,3-Jan,34-14,15-35,21-20,26-5,33-19,26-15,103,102,0,28-24,8-Oct,7-Sep,9-Sep,13-17,6-Apr,5-May,6-Apr,7-Aug,5-Jun,9-Jun,2-May,,,,,,Mar-00,7-Jul,11-Jun,28-29,13-12
0,22016,1610612743,Denver,Nuggets,West,24-28,9, - o,Northwest,10-Jun,4,40,42,0.488,0,40-42,22-19,18-23,5-May,4-Jun,4-Jun,0-3,10-May,24-19,5,W 5,3,W 3,4,5,-1,L 1,2,W 2,2,W 2,27,11,0,0,0,1,1,30-9,29-Aug,4-Feb,38-7,Feb-32,0-3,40-29,29-41,16-24,34-7,33-26,6-Sep,112,111,1,16-14,4-Jun,3-Jul,7-Mar,24-28,10-Jun,6-Dec,12-Jun,7-Jul,7-Jun,7-Aug,2-May,,,,,,2-Jan,9-Jun,8-Jul,25-31,15-11
0,22016,1610612748,Miami,Heat,East,27-25,9, - o,Southeast,7-Sep,3,41,41,0.5,0,41-41,23-18,18-23,4-Jun,4-Jun,5-May,1-Feb,6-Aug,19-13,8,W 8,-8,L 8,13,6,2,W 2,1,W 1,3,W 3,12,8,0,0,0,1,1,28-9,30-Aug,2-May,32-3,Aug-35,3-Jan,36-13,18-27,18-26,32-10,26-15,20-15,103,102,1,27-25,11-Jul,7-Nov,7-Sep,14-16,6-Apr,5-May,5-May,6-Sep,3-Aug,6-Oct,2-Apr,,,,,,2-Jan,10-May,12-Apr,25-32,16-9
0,22016,1610612740,New Orleans,Pelicans,West,20-32,10, - o,Southwest,10-Jun,4,34,48,0.415,0,34-48,21-20,13-28,6-Apr,4-Jun,7-Mar,5-Mar,6-Jul,17-22,6,W 6,-5,L 5,4,8,-2,L 2,1,W 1,1,W 1,33,27,0,0,0,1,1,22-13,Nov-34,1-Jan,26-4,Aug-43,0-1,31-24,16-37,15-30,28-6,16-5,21-20,104,106,-2,14-16,5-May,6-Apr,5-May,20-32,11-Jul,11-Jul,10-Jun,9-May,7-Apr,6-Oct,5-Jan,,,,,,0-3,9-Jul,9-Jul,23-34,14-Nov
0,22016,1610612765,Detroit,Pistons,East,21-31,10, - o,Central,11-May,5,37,45,0.451,0,37-45,24-17,13-28,7-Mar,5-May,8-Feb,1-Mar,7-May,23-26,5,W 5,-7,L 7,3,5,-2,L 2,-1,L 1,-2,L 2,16,14,0,0,0,1,1,26-6,Oct-39,Jan-00,27-6,Sep-38,1-Jan,33-14,Dec-34,18-25,29-10,29-21,21-21,101,102,-1,21-31,11-Jul,11-May,9-Sep,16-14,3-Jul,6-Apr,5-May,7-Jun,4-Aug,11-Jun,3-Feb,,,,,,1-Feb,9-Aug,10-May,27-30,15-Oct
0,22016,1610612766,Charlotte,Hornets,East,22-30,11, - o,Southeast,6-Oct,4,36,46,0.439,0,36-46,22-19,14-27,6-Apr,6-Apr,6-Apr,0-6,0-9,19-18,5,W 5,-12,L 12,4,7,-2,L 2,-3,L 3,-5,L 5,17,13,0,0,0,1,1,24-12,Nov-32,2-Jan,25-14,30-Oct,2-Jan,29-27,16-42,17-28,25-9,19-13,26-24,105,105,0,22-30,11-Jul,13-May,6-Oct,14-16,3-Jul,6-Apr,7-Mar,11-Apr,8-Mar,7-Sep,5-Jan,,,,,,1-Feb,7-Aug,7-Sep,24-32,14-Dec
0,22016,1610612742,Dallas,Mavericks,West,19-33,11, - o,Southwest,11-May,5,33,49,0.402,0,33-49,21-20,29-Dec,8-Feb,6-Apr,6-Apr,2-Feb,6-Apr,14-26,6,W 6,-10,L 10,4,8,-4,L 4,1,W 1,1,W 1,34,28,0,0,0,1,1,21-11,Nov-37,1-Jan,25-8,Jul-40,1-Jan,23-12,Nov-31,15-29,26-4,8-Oct,29-33,98,101,-3,14-16,6-Apr,4-Jun,6-Apr,19-33,12-Jun,10-Aug,11-May,6-Aug,5-Jun,9-Jul,5-Feb,,,,,,0-3,11-Mar,10-Jul,22-34,15-Nov
0,22016,1610612758,Sacramento,Kings,West,21-31,12, - o,Pacific,9-Jul,3,32,50,0.39,0,32-50,17-24,15-26,5-May,6-Apr,7-Mar,6-Feb,6-Oct,27-Sep,-6,L 6,-4,L 4,4,8,1,W 1,-2,L 2,-1,L 1,35,35,0,0,0,1,1,15-12,14-37,1-Mar,21-9,Oct-40,1-Jan,25-21,17-46,Dec-33,26-13,18-14,15-20,103,107,-4,19-Nov,5-May,7-Mar,7-Mar,21-31,10-Aug,9-Jul,12-Jun,11-May,5-Jun,12-Apr,3-Mar,,,,,,2-Feb,9-May,8-Jul,24-33,17-Aug
0,22016,1610612752,New York,Knicks,East,22-30,12, - o,Atlantic,11-May,3,31,51,0.378,0,31-51,19-22,29-Dec,6-Apr,6-Apr,8-Feb,3-Jan,10-Jul,25-Oct,6,W 6,-7,L 7,4,6,1,W 1,-1,L 1,1,W 1,22,22,0,0,0,1,1,19-14,Dec-36,0-1,23-9,Jul-41,1-Jan,26-31,18-49,13-31,25-12,22-20,14-17,104,108,-4,22-30,11-May,9-Sep,10-Aug,21-Sep,7-Mar,7-Mar,7-Mar,12-May,7-Mar,11-May,4-Feb,,,,,,1-Jan,8-Aug,8-Jul,23-34,17-Aug
0,22016,1610612753,Orlando,Magic,East,20-32,13, - o,Southeast,9-Jul,5,29,53,0.354,0,29-53,16-25,13-28,7-Mar,5-May,9-Jan,2-Feb,5-May,Oct-32,-6,L 6,-5,L 5,3,5,1,W 1,-5,L 5,1,W 1,24,20,0,0,0,1,1,21-11,Jul-40,2-Jan,20-10,Jul-41,2-Feb,23-22,15-46,28-Aug,24-7,16-17,18-23,101,108,-7,20-32,10-Aug,13-May,9-Jul,21-Sep,8-Feb,7-Mar,6-Apr,12-Apr,7-Mar,11-May,4-Feb,,,,,,0-3,8-Jul,8-Aug,21-37,16-Aug
0,22016,1610612750,Minnesota,Timberwolves,West,18-34,13, - o,Northwest,11-May,5,31,51,0.378,0,31-51,20-21,30-Nov,7-Mar,4-Jun,9-Jan,3-Feb,10-Jul,18-19,-7,L 7,-7,L 7,3,6,-1,L 1,-5,L 5,-6,L 6,36,20,0,0,0,1,1,24-20,26-Jul,0-5,24-12,Jun-38,1-Jan,26-32,15-44,17-30,25-14,22-26,19-21,106,107,-1,13-17,7-Mar,6-Apr,4-Jun,18-34,11-May,9-Sep,14-Apr,7-Aug,7-May,8-Jun,7-Jan,,,,,,0-2,11-May,9-Jun,22-35,16-Sep
0,22016,1610612755,Philadelphia,76ers,East,19-33,14, - o,Atlantic,9-Jul,4,28,54,0.341,0,28-54,17-24,30-Nov,9-Jan,7-Mar,7-Mar,4-Jan,8-Sep,29-Jul,-8,L 8,-7,L 7,3,8,-5,L 5,-3,L 3,-8,L 8,25,25,0,0,0,1,1,16-16,Oct-34,4-Feb,22-14,May-38,2-Jan,22-26,16-51,Aug-32,18-13,18-11,16-Sep,102,108,-6,19-33,9-Jul,13-May,11-Jul,21-Sep,7-Mar,6-Apr,8-Feb,5-Oct,8-Apr,11-Jun,0-6,,,,,,0-2,12-Apr,10-Apr,21-35,19-Jul
0,22016,1610612747,Los Angeles,Lakers,West,16-36,14, - o,Pacific,10-Jun,4,26,56,0.317,0,26-56,17-24,Sep-32,5-May,5-May,8-Feb,Jan-00,4-Feb,14-31,-9,L 9,-12,L 12,5,8,4,W 4,-1,L 1,-1,L 1,41,41,0,0,0,1,1,15-11,Oct-43,2-Jan,18-6,Aug-47,0-3,24-30,15-52,28-Nov,18-7,17-22,22-Nov,105,111,-7,20-Oct,7-Mar,7-Mar,6-Apr,16-36,14-Apr,10-Jun,12-Jun,10-May,8-Feb,12-Feb,2-May,,,,,,2-Jan,8-Sep,14-Feb,19-39,17-Jul
0,22016,1610612756,Phoenix,Suns,West,Nov-41,15, - o,Pacific,13-Mar,5,24,58,0.293,0,24-58,15-26,Sep-32,8-Feb,8-Feb,9-Jan,3-Mar,5-Sep,Jul-32,-8,L 8,-8,L 8,3,13,2,W 2,-8,L 8,-1,L 1,43,43,0,0,0,1,1,17-16,Jun-42,Jan-00,18-8,Apr-50,Feb-00,21-43,16-55,30-Nov,18-13,15-23,28-Nov,108,113,-6,13-17,4-Jun,7-Mar,6-Apr,Nov-41,15-Mar,13-Mar,13-May,9-May,9-Mar,12-Apr,4-Feb,,,,,,0-4,9-Jun,11-Apr,18-39,19-Jun
0,22016,1610612751,Brooklyn,Nets,East,Nov-41,15, - o,Atlantic,13-Mar,5,20,62,0.244,0,20-62,13-28,Jul-34,5-May,4-Jun,7-Mar,1-Jan,6-Mar,30-Sep,-16,L 16,-15,L 15,3,16,3,W 3,-3,L 3,-2,L 2,33,33,0,0,0,1,1,16-17,Apr-43,0-2,13-6,Jun-54,2-Jan,18-36,14-58,Jul-36,17-15,11-Dec,14-Jun,106,113,-7,Nov-41,13-Mar,14-Apr,14-Apr,21-Sep,8-Feb,5-May,8-Feb,15-Jan,0-10,10-Jul,3-Apr,,,,,,3-Jan,9-Apr,12-Mar,Sep-47,15-Nov
0,22017,1610612745,Houston,Rockets,West,41-11,1, - w,Southwest,4-Dec,1,65,17,0.793,0,65-17,34-7,31-10,3-Jul,1-Sep,3-Jul,Feb-00,3-May,38-8,20,W 20,10,W 10,17,5,-1,L 1,-1,L 1,-1,L 1,0,0,1,1,1,0,0,51-6,11-Nov,Mar-00,56-3,13-Sep,0-1,62-12,33-14,39-13,39-2,41-5,37-7,112,104,8,24-6,4-Jun,1-Sep,1-Sep,41-11,16-2,13-5,4-Dec,4-Oct,Dec-00,14-1,3-Mar,,,,,,3-May,1-Dec,5-Sep,44-13,21-4
0,22017,1610612761,Toronto,Raptors,East,40-12,1, - e,Atlantic,4-Dec,1,59,23,0.72,0,59-23,34-7,25-16,4-Jun,2-Aug,4-Jun,2-Apr,7-May,33-5,12,W 12,9,W 9,11,2,4,W 4,-1,L 1,-1,L 1,0,0,1,1,1,0,0,44-11,14-11,1-Jan,47-5,17-Sep,1-Mar,53-15,31-18,25-18,42-8,43-7,33-10,112,104,8,40-12,4-Dec,14-4,14-4,19-11,5-May,4-Jun,2-Aug,5-Oct,2-Sep,4-Dec,2-Apr,,,,,,2-Apr,5-Sep,3-Nov,41-16,18-7
0,22017,1610612738,Boston,Celtics,East,33-19,2, - x,Atlantic,4-Dec,2,55,27,0.671,0,55-27,27-14,28-13,4-Jun,4-Jun,4-Jun,2-Feb,8-Nov,25-9,8,W 8,9,W 9,16,4,1,W 1,-3,L 3,1,W 1,4,4,0,0,1,0,0,33-10,20-17,Feb-00,41-4,13-21,2-Jan,42-13,19-22,27-21,43-6,36-5,27-12,104,100,4,33-19,4-Dec,8-Oct,7-Nov,22-8,1-Sep,3-Jul,4-Jun,5-Jul,4-Jul,4-Sep,4-Feb,,,,,,2-May,14-2,6-Nov,40-19,15-8
0,22017,1610612744,Golden State,Warriors,West,34-18,2, - p,Pacific,13-3,1,58,24,0.707,0,58-24,29-12,29-12,6-Apr,5-May,5-May,Feb-00,1-May,38-13,8,W 8,14,W 14,11,3,-1,L 1,-1,L 1,-1,L 1,7,0,0,1,1,0,0,35-9,18-14,1-May,53-5,16-Apr,3-Jan,55-15,43-19,28-18,55-7,37-5,27-5,113,107,6,24-6,1-Sep,4-Jun,1-Sep,34-18,10-Aug,13-3,13-5,3-Nov,3-Aug,7-Jul,3-Mar,,,,,,3-May,3-Nov,13-2,44-14,14-10
0,22017,1610612755,Philadelphia,76ers,East,34-18,3, - x,Atlantic,7-Sep,3,52,30,0.634,0,52-30,30-11,22-19,Oct-00,Oct-00,2-Aug,1-Jan,7-Apr,31-11,11,W 11,7,W 7,16,5,10,W 10,7,W 7,16,W 16,7,7,0,0,1,0,0,42-11,19-Oct,0-0,44-9,21-Jun,Feb-00,49-18,30-30,26-21,47-11,43-14,17-7,110,105,5,34-18,7-Sep,7-Nov,14-4,18-12,3-Jul,6-Apr,3-Jul,5-Jul,3-Aug,13-3,Jul-00,,,,,,4-Mar,5-Sep,10-May,30-25,22-5
0,22017,1610612757,Portland,Trail Blazers,West,31-21,3, - nw,Northwest,7-Sep,1,49,33,0.598,0,49-33,28-13,21-20,5-May,2-Aug,5-May,1-Feb,8-Aug,20-12,9,W 9,7,W 7,13,5,3,W 3,-5,L 5,1,W 1,16,0,0,1,1,0,0,39-12,17-Sep,4-Jan,36-9,23-Sep,1-Apr,44-18,23-26,25-26,37-6,34-13,22-13,106,103,3,18-12,6-Apr,4-Jun,2-Aug,31-21,7-Sep,15-3,11-Jul,5-Nov,4-Jun,3-Dec,4-Feb,,,,,,3-Apr,6-Sep,8-May,32-26,17-7
0,22017,1610612739,Cleveland,Cavaliers,East,35-17,4, - c,Central,5-Nov,1,50,32,0.61,0,50-32,29-12,21-20,3-Jul,2-Aug,5-May,Feb-00,5-Aug,17-20,13,W 13,7,W 7,13,4,-1,L 1,1,W 1,-1,L 1,9,0,0,1,1,0,0,31-8,17-24,Feb-00,39-0,Aug-32,Mar-00,48-18,34-29,21-23,37-5,24-8,27-9,111,110,1,35-17,7-Nov,5-Nov,13-5,15-15,5-May,5-May,5-May,8-Jun,4-Jun,6-Oct,2-Apr,,,,,,4-Mar,3-Dec,5-Sep,34-22,16-10
0,22017,1610612760,Oklahoma City,Thunder,West,28-24,4, - x,Northwest,11-May,2,48,34,0.585,0,48-34,27-14,21-20,5-May,4-Jun,3-Jul,1-Mar,10-Aug,24-11,5,W 5,-8,L 8,8,4,1,W 1,3,W 3,3,W 3,17,1,0,0,1,0,0,36-10,21-Nov,3-Jan,35-7,25-Dec,2-Jan,44-18,26-29,24-24,32-4,34-11,30-21,108,104,3,20-10,4-Jun,3-Jul,3-Jul,28-24,11-May,6-Dec,7-Nov,4-Oct,6-Jun,6-Aug,1-Apr,,,,,,3-Apr,9-Apr,5-Dec,33-26,15-8
0,22017,1610612754,Indiana,Pacers,East,32-20,5, - x,Central,6-Oct,2,48,34,0.585,0,48-34,27-14,21-20,3-Jul,3-Jul,4-Jun,Mar-00,2-Nov,20-16,6,W 6,4,W 4,5,5,-1,L 1,1,W 1,-1,L 1,11,2,0,0,1,0,0,30-7,16-27,Feb-00,40-4,29-Jul,1-Jan,39-16,22-30,25-24,38-4,27-7,34-21,106,104,1,32-20,7-Nov,6-Oct,7-Nov,16-14,7-Mar,1-Sep,6-Apr,5-Oct,4-May,4-Nov,3-Mar,,,,,,3-Apr,7-Aug,8-Jul,33-25,15-9
0,22017,1610612762,Utah,Jazz,West,34-18,5, - x,Northwest,9-Jul,3,48,34,0.585,0,48-34,28-13,20-21,3-Jul,2-Aug,2-Aug,1-Feb,5-Apr,31-19,5,W 5,12,W 12,11,4,4,W 4,-1,L 1,-1,L 1,17,1,0,0,1,0,0,35-8,26-Nov,Feb-00,44-6,27-Apr,0-1,39-12,14-27,26-24,40-5,35-8,24-15,104,100,4,14-16,7-Mar,4-Jun,5-May,34-18,9-Jul,15-3,6-Dec,7-Jun,2-Sep,3-Dec,1-May,,,,,,3-Apr,8-Jul,10-May,30-28,18-6
0,22017,1610612740,New Orleans,Pelicans,West,27-25,6, - x,Southwest,7-Sep,2,48,34,0.585,0,48-34,24-17,24-17,4-Jun,3-Jul,3-Jul,2-Jul,3-Jul,19-16,5,W 5,7,W 7,10,4,2,W 2,3,W 3,5,W 5,17,17,0,0,1,0,0,33-14,13-19,1-Feb,36-7,26-Sep,1-Mar,45-22,36-32,23-26,44-14,32-8,19-12,112,110,1,21-9,4-Jun,1-Sep,4-Jun,27-25,12-Jun,6-Dec,7-Sep,5-Sep,3-Aug,7-Aug,1-May,,,,,,4-Mar,6-Aug,8-Jul,31-26,17-8
0,22017,1610612748,Miami,Heat,East,31-21,6, - se,Southeast,5-Nov,1,44,38,0.537,0,44-38,26-15,18-23,5-May,2-Aug,8-Feb,6-Mar,9-Sep,16-13,8,W 8,-9,L 9,7,5,1,W 1,-1,L 1,1,W 1,15,0,0,1,1,0,0,31-14,23-Nov,1-Feb,32-10,27-Aug,1-Apr,32-18,17-32,18-27,37-11,26-16,23-12,103,103,0,31-21,9-Sep,7-Nov,5-Nov,13-17,6-Apr,5-May,6-Apr,5-Oct,7-Mar,7-Sep,2-Mar,,,,,,4-Feb,7-Aug,6-Sep,30-28,14-10
0,22017,1610612749,Milwaukee,Bucks,East,27-25,7, - x,Central,10-Jun,3,44,38,0.537,0,44-38,25-16,19-22,4-Jun,4-Jun,5-May,3-Mar,4-Jul,14-16,5,W 5,-4,L 4,4,4,1,W 1,-1,L 1,-1,L 1,15,6,0,0,1,0,0,28-10,27-Oct,1-Jun,36-5,30-Jun,3-Feb,38-20,27-33,20-29,39-9,22-7,33-18,106,107,0,27-25,7-Nov,10-Jun,8-Oct,17-13,5-May,3-Jul,5-May,7-Aug,6-Jun,7-Aug,3-Mar,,,,,,3-Apr,6-Jul,6-Aug,32-25,13-Dec
0,22017,1610612759,San Antonio,Spurs,West,29-23,7, - x,Southwest,7-Sep,3,47,35,0.573,0,47-35,33-8,14-27,5-May,Oct-00,9-Jan,1-Jan,10-Aug,25-17,14,W 14,-8,L 8,6,4,11,W 11,-8,L 8,-1,L 1,18,18,0,0,1,0,0,34-10,24-Dec,1-Jan,37-9,25-Sep,1-Jan,36-14,15-25,23-24,39-7,32-14,32-15,103,100,3,18-12,4-Jun,5-May,3-Jul,29-23,9-Sep,7-Nov,7-Sep,7-Sep,7-Feb,6-Aug,3-Mar,,,,,,3-Apr,4-Oct,5-Nov,35-24,11-Dec
0,22017,1610612750,Minnesota,Timberwolves,West,34-18,8, - x,Northwest,6-Oct,4,47,35,0.573,0,47-35,30-11,17-24,4-Jun,4-Jun,5-May,2-Mar,7-Jul,25-12,13,W 13,-7,L 7,5,3,2,W 2,1,W 1,3,W 3,18,2,0,0,1,0,0,32-13,13-19,3-Feb,40-12,23-Jun,Jan-00,44-22,28-31,22-23,35-5,28-12,33-21,110,107,2,13-17,6-Apr,6-Apr,5-May,34-18,6-Oct,14-4,8-Oct,8-Sep,4-Jun,7-Jun,2-Mar,,,,,,3-Apr,6-Sep,5-Oct,36-25,10-Nov
0,22017,1610612764,Washington,Wizards,East,28-24,8, - x,Southeast,8-Aug,2,43,39,0.524,0,43-39,23-18,20-21,7-Mar,5-May,7-Mar,3-Mar,7-May,22-12,5,W 5,-6,L 6,5,4,1,W 1,-6,L 6,-1,L 1,16,1,0,0,1,0,0,31-9,26-Nov,4-Jan,38-8,30-Apr,1-Jan,40-20,24-35,24-20,33-6,29-12,29-17,107,106,1,28-24,8-Oct,8-Oct,8-Aug,15-15,6-Apr,5-May,4-Jun,6-Jul,4-Aug,8-Jun,5-Jan,,,,,,2-Apr,8-Jul,6-Oct,33-24,15-Oct
